"Ethnic.Group","ANZSOC.Division","ANZSOC.Group","ANZSOC.Subdivision","Mop.Division","Mop.Group","Mop.Subdivision","SEX","Date"
"European","Public Order Offences","Disorderly Conduct, N.E.C.","Disorderly Conduct","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"European","Public Order Offences","Disorderly Conduct, N.E.C.","Disorderly Conduct","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"European","Public Order Offences","Trespass","Disorderly Conduct","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"European","Public Order Offences","Trespass","Disorderly Conduct","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"European","Public Order Offences","Trespass","Disorderly Conduct","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"European","Public Order Offences","Disorderly Conduct, N.E.C.","Disorderly Conduct","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"European","Public Order Offences","Trespass","Disorderly Conduct","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"European","Public Order Offences","Disorderly Conduct, N.E.C.","Disorderly Conduct","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"European","Public Order Offences","Offensive Language","Offensive Conduct","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"European","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C.","Theft (Except Motor Vehicles)","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"European","Theft and Related Offences","Theft From Retail Premises","Theft (Except Motor Vehicles)","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"European","Theft and Related Offences","Theft From Retail Premises","Theft (Except Motor Vehicles)","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"European","Theft and Related Offences","Theft From Retail Premises","Theft (Except Motor Vehicles)","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"European","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C.","Theft (Except Motor Vehicles)","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"European","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C.","Theft (Except Motor Vehicles)","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"European","Theft and Related Offences","Theft From Retail Premises","Theft (Except Motor Vehicles)","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"European","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents","Motor Vehicle Theft and Related Offences","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"European","Theft and Related Offences","Theft From Retail Premises","Theft (Except Motor Vehicles)","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"European","Traffic and Vehicle Regulatory Offences","Driver Licence Offences, N.E.C.","Driving Licence Offences","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"European","Traffic and Vehicle Regulatory Offences","Regulatory Driving Offences, N.E.C.","Regulatory Driving Offences","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"European","Traffic and Vehicle Regulatory Offences","Regulatory Driving Offences, N.E.C.","Regulatory Driving Offences","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"Indian","Offences Against Justice Procedures, Govt Sec and Govt Ops","Resist or Hinder Police Officer or Justice Official","Offences Against Justice Procedures","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"Indian","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C.","Theft (Except Motor Vehicles)","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"Maori","Abduction, Harassment and Other Related Offences Against a Person","Threatening Behaviour","Harassment and Threatening Behaviour","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"Maori","Abduction, Harassment and Other Related Offences Against a Person","Threatening Behaviour","Harassment and Threatening Behaviour","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"Maori","Illicit Drug Offences","Possess Illicit Drug","Possess and/or Use Illicit Drugs","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"Maori","Illicit Drug Offences","Use Illicit Drug","Possess and/or Use Illicit Drugs","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"Maori","Illicit Drug Offences","Other Illicit Drug Offences, N.E.C.","Other Illicit Drug Offences","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"Maori","Illicit Drug Offences","Possess Illicit Drug","Possess and/or Use Illicit Drugs","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"Maori","Illicit Drug Offences","Possess Illicit Drug","Possess and/or Use Illicit Drugs","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"Maori","Illicit Drug Offences","Possess Illicit Drug","Possess and/or Use Illicit Drugs","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"Maori","Illicit Drug Offences","Possess Illicit Drug","Possess and/or Use Illicit Drugs","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"Maori","Illicit Drug Offences","Other Illicit Drug Offences, N.E.C.","Other Illicit Drug Offences","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"Maori","Illicit Drug Offences","Possess Illicit Drug","Possess and/or Use Illicit Drugs","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"Maori","Offences Against Justice Procedures, Govt Sec and Govt Ops","Resist or Hinder Police Officer or Justice Official","Offences Against Justice Procedures","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"Maori","Offences Against Justice Procedures, Govt Sec and Govt Ops","Resist/Hinder Govt Official (Excl.Police Offcr, Justice Official,Govt Sec Offcr)","Offences Against Government Operations","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"Maori","Offences Against Justice Procedures, Govt Sec and Govt Ops","Resist/Hinder Govt Official (Excl.Police Offcr, Justice Official,Govt Sec Offcr)","Offences Against Government Operations","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"Maori","Offences Against Justice Procedures, Govt Sec and Govt Ops","Resist or Hinder Police Officer or Justice Official","Offences Against Justice Procedures","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"Maori","Offences Against Justice Procedures, Govt Sec and Govt Ops","Resist or Hinder Police Officer or Justice Official","Offences Against Justice Procedures","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"Maori","Offences Against Justice Procedures, Govt Sec and Govt Ops","Resist or Hinder Police Officer or Justice Official","Offences Against Justice Procedures","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"Maori","Offences Against Justice Procedures, Govt Sec and Govt Ops","Resist or Hinder Police Officer or Justice Official","Offences Against Justice Procedures","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"Maori","Offences Against Justice Procedures, Govt Sec and Govt Ops","Resist/Hinder Govt Official (Excl.Police Offcr, Justice Official,Govt Sec Offcr)","Offences Against Government Operations","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"Maori","Prohibited and Regulated Weapons and Explosives Offences","Misuse of Regulated Weapons/Explosives","Regulated Weapons/Explosives Offences","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"Maori","Prohibited and Regulated Weapons and Explosives Offences","Misuse of Regulated Weapons/Explosives","Regulated Weapons/Explosives Offences","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"Maori","Prohibited and Regulated Weapons and Explosives Offences","Misuse of Regulated Weapons/Explosives","Regulated Weapons/Explosives Offences","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"Maori","Prohibited and Regulated Weapons and Explosives Offences","Misuse of Regulated Weapons/Explosives","Regulated Weapons/Explosives Offences","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"Maori","Property Damage and Environmental Pollution","Property Damage, N.E.C.","Property Damage","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"Maori","Public Order Offences","Trespass","Disorderly Conduct","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"Maori","Public Order Offences","Disorderly Conduct, N.E.C.","Disorderly Conduct","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"Maori","Public Order Offences","Trespass","Disorderly Conduct","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"Maori","Public Order Offences","Trespass","Disorderly Conduct","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"Maori","Public Order Offences","Disorderly Conduct, N.E.C.","Disorderly Conduct","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"Maori","Public Order Offences","Trespass","Disorderly Conduct","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"Maori","Public Order Offences","Disorderly Conduct, N.E.C.","Disorderly Conduct","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"Maori","Public Order Offences","Trespass","Disorderly Conduct","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"Maori","Public Order Offences","Disorderly Conduct, N.E.C.","Disorderly Conduct","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"Maori","Public Order Offences","Disorderly Conduct, N.E.C.","Disorderly Conduct","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"Maori","Public Order Offences","Disorderly Conduct, N.E.C.","Disorderly Conduct","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"Maori","Public Order Offences","Disorderly Conduct, N.E.C.","Disorderly Conduct","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"Maori","Theft and Related Offences","Illegal Use of a Motor Vehicle","Motor Vehicle Theft and Related Offences","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"Maori","Theft and Related Offences","Theft From Retail Premises","Theft (Except Motor Vehicles)","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"Maori","Theft and Related Offences","Illegal Use of a Motor Vehicle","Motor Vehicle Theft and Related Offences","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"Maori","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C.","Theft (Except Motor Vehicles)","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"Maori","Theft and Related Offences","Theft From Retail Premises","Theft (Except Motor Vehicles)","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"Maori","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C.","Theft (Except Motor Vehicles)","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
"Maori","Theft and Related Offences","Theft From Retail Premises","Theft (Except Motor Vehicles)","Non-Court Action","Formal Warning","Formal Warning","Female",2021-10-01
